Varnummer;Namn;Underrubrik;Prisinklmoms;Volymiml;Saljstart;Varugrupp;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;Ekologisk;RavarorBeskrivning;fyllighet;stravhet;fruktsyra;druva;smak;doft
12808;JP Chenet;Cabernet-Syrah;26;250;1999-01-01;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Languedoc-Roussillon, VdP d'Oc;Frankrike;JP Chenet;Stellan Kramer AB;2013;2013;13%;FS;0;Cabernet sauvignon och syrah.;5 ;5 ;9 ;Cabernet,sauvignon,och,syrah;Bärig,smak,inslag,skogsbär,vanilj,lakrits ;Bärig,doft,inslag,skogsbär,vanilj,örter
12808;JP Chenet;Cabernet-Syrah;184;3000;1997-07-07;Rott vin, Mjukt & Barigt;Box;Tryckknapp front;Languedoc-Roussillon, VdP d'Oc;Frankrike;JP Chenet;Stellan Kramer AB;2013;2013;13%;FS;0;Cabernet sauvignon och syrah.;5 ;5 ;9 ;Cabernet,sauvignon,och,syrah;Bärig,smak,inslag,skogsbär,vanilj,lakrits ;Bärig,doft,inslag,skogsbär,vanilj,örter
12815;Valréas;;104;750;1997-12-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône, Côtes-du-Rhône-Villages;Frankrike;Chapoutier;Bibendum;2012;2012;13.5%;BS;0;Grenache 60%, syrah och mourvèdre 40%;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
12821;Graham Beck;Pinotage;99;750;2004-02-02;Rott vin;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Graham Beck;Prime Wine Sweden AB;2010;2010;13.5%;BS;0;Pinotage;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
12890;Cape Original;Shiraz Cabernet Sauvignon;189;3000;2004-05-03;Rott vin, Mjukt & Barigt;Box;Vridtapp;Western Cape;Sydafrika;Origin Wine;Origin Nordic;2014;2014;13%;FS;1;60% shiraz och 40% cabernet sauvignon.;5 ;5 ;9 ;60%,shiraz,och,40%,cabernet,sauvignon;Bärig,smak,inslag,blåbär,björnbär,lakrits,örter ;Bärig,doft,inslag,blåbär,svarta,vinbär,sötlakrits,örter
12922;Graham Beck;The Game Reserve Shiraz Viognier;89;750;2007-04-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Graham Beck;Prime Wine Sweden AB;NA;NA;14.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
12986;Graham Beck;Shiraz Cabernet Sauvignon;67;750;2003-11-03;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Graham Beck;Prime Wine Sweden AB;2012;2012;14.5%;FS;0;60% shiraz och 40% cabernet sauvignon.;8 ;7 ;9 ;60%,shiraz,och,40%,cabernet,sauvignon;Mycket,fruktig,smak,inslag,mörka,rosmarin,peppar,choklad ;Mycket,fruktig,aningen,rökig,doft,inslag,mörka,rosmarin,choklad
16015;Saint Clair;Pinot Noir;109;750;2006-10-02;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Marlborough;Nya Zeeland;Saint Clair Family Estate;Sigva AB;2013;2013;13.5%;FS;0;Pinot noir.;6 ;5 ;9 ;Pinot,noir;Kryddig,smak,fatkaraktär,inslag,jordgubbar,körsbär,ingefära,kanel,örter ;Kryddig,doft,fatkaraktär,jordgubbar,hallon,muskot,kanel,ingefära,vanilj
16301;Innocent Bystander;Syrah;139;750;2014-06-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Victoria, Yarra Valley;Australien;Innocent Bystander;Domaine Wines Sweden AB;2013;2013;13.5%;FS;0;Syrah.;8 ;8 ;9 ;Syrah;Nyanserad,fruktig,smak,fatkaraktär,inslag,björnbär,eneträ,peppar,örter,kanel,hallon,vanilj ;Nyanserad,mycket,fruktig,doft,fatkaraktär,inslag,björnbär,eneträ,peppar,plommon,örter,vanilj
16320;Penfolds Kalimna Bin 28;Shiraz;169;750;1998-02-16;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;South Eastern Australia;Australien;Penfolds;Treasury Wine Estates Sweden AB;2010;2010;14.5%;FS;0;Shiraz;10;9 ;9 ;Shiraz;Smakrikt,mycket,fruktigt,rostad,fatkaraktär,inslag,björnbär,plommon,eukalyptus,mörk,choklad,lakrits ;Mycket,fruktig,nyanserad,doft,rostad,fatkaraktär,inslag,björnbär,katrinplommon,mörk,choklad,lakrits,eukalyptus
16381;Peter Lehmann Portrait Barossa;Shiraz;122;750;2003-09-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;South Australia, Barossa Valley;Australien;Peter Lehmann;Spendrups Bryggeri AB;2012;2012;14.5%;FS;0;Shiraz;10;9 ;9 ;Shiraz;Mycket,fruktig,smak,fatkaraktär,inslag,björnbär,eukalyptus,svarta,vinbär,choklad,vanilj ;Stor,fruktig,doft,fatkaraktär,inslag,björnbär,eukalyptus,kanel,choklad,svarta,vinbär
16394;Stoneleigh;Pinot Noir;135;750;2003-04-07;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Marlborough;Nya Zeeland;Stoneleigh Vineyards;Pernod Ricard Sweden AB;2013;2013;13%;FS;0;Pinot noir.;5 ;5 ;10;Pinot,noir;Kryddig,nyanserad,smak,fatkaraktär,inslag,mogna,jordgubbar,ingefära,körsbär,vanilj,örter ;Kryddig,nyanserad,doft,fatkaraktär,inslag,mogna,jordgubbar,kanel,körsbär,ingefära
16460;Lindemans;Shiraz Cabernet;229;3000;2002-12-02;Rott vin, Fruktigt & Smakrikt;Box;Vingtapp;South Eastern Australia;Australien;Lindemans;Treasury Wine Estates Sweden AB;2013;2013;13.5%;FS;0;60 % shiraz, 40 % cabernet sauvignon;7 ;6 ;9 ;shiraz,cabernet,sauvignon;Mycket,fruktig,smak,inslag,svarta,vinbär,mörka,körsbär,örter,sötlakrits,kanel ;Mycket,fruktig,doft,inslag,svarta,vinbär,körsbär,örter,kanel
16476;McPherson;Shiraz;75;750;2003-06-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;South Eastern Australia;Australien;McPherson Wines;Spendrups Bryggeri AB;2013;2013;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
16510;Viña Maipo;Cabernet Sauvignon;59;750;1996-08-05;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Valle Central;Chile;Viña Maipo;Concha y Toro Sweden AB;2013;2013;12.5%;FS;0;Cabernet sauvignon;6 ;6 ;9 ;Ingen anged;Ungdomlig,fruktig,smak,inslag,svarta,vinbär,körsbär,lakrits ;Ungdomlig,fruktig,doft,inslag,svarta,vinbär,körsbär,lakrits
16510;Viña Maipo;Cabernet Sauvignon;33;375;2002-10-07;Rott vin, Fruktigt & Smakrikt;Flaska;;Valle Central;Chile;Viña Maipo;Concha y Toro Sweden AB;2013;2013;13%;FS;0;;6 ;6 ;9 ;Ingen anged;Ungdomlig,fruktig,smak,inslag,svarta,vinbär,körsbär,lakrits ;Ungdomlig,fruktig,doft,inslag,svarta,vinbär,körsbär,lakrits
16510;Viña Maipo;Cabernet Sauvignon;184;3000;2000-09-04;Rott vin, Fruktigt & Smakrikt;Box;Vingtapp;Valle Central;Chile;Viña Maipo;Concha y Toro Sweden AB;2013;2013;12.5%;FS;0;Cabernet sauvignon.;6 ;6 ;9 ;Ingen anged;Ungdomlig,fruktig,smak,inslag,svarta,vinbär,körsbär,lakrits ;Ungdomlig,fruktig,doft,inslag,svarta,vinbär,körsbär,lakrits
16538;Turning Leaf;Zinfandel;79;750;1996-10-28;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Kalifornien, North Coast;USA;Turning Leaf Vineyards;Spendrups Bryggeri AB;2012;2012;13.5%;FS;0;87% zinfandel 87% och 13% ovriga druvsorter.;7 ;6 ;9 ;87%,zinfandel,87%,och,13%,övriga,druvsorter;Mycket,fruktig,syltig,smak,inslag,björnbär,blåbär,lakrits,vanilj ;Mycket,fruktig,doft,inslag,björnbär,skogshallon,lakrits,vanilj
16554;Trapiche;Malbec Oak Cask;82;750;1997-03-17;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Cuyo, Mendoza;Argentina;Bodegas Trapiche;Spendrups Bryggeri AB;2013;2013;14%;FS;0;Malbec;9 ;8 ;9 ;Malbec;Mycket,fruktig,smak,fatkaraktär,inslag,björnbär,körsbär,lakrits,kaffe,vanilj ;Mycket,fruktig,doft,fatkaraktär,inslag,björnbär,körsbär,mörk,choklad,örter,vanilj
16669;Fetzer;Merlot;89;750;1998-05-04;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Kalifornien;USA;Fetzer Vineyards;Concha y Toro Sweden AB;2012;2012;13.5%;FS;0;Merlot 80%, zinfandel 20%;7 ;6 ;9 ;Merlot,80%,zinfandel,20%;Fruktig,smak,inslag,björnbär,blåbär,vanilj ;Fruktig,doft,inslag,björnbär,blåbär,vanilj
16672;1865;Cabernet Sauvignon;119;750;2008-04-01;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Maipo;Chile;Viña San Pedro;Pernod Ricard Sweden AB;2012;2012;14.5%;FS;0;Cabernet sauvignon.;9 ;9 ;9 ;Cabernet,sauvignon;Mycket,fruktig,smak,fatkaraktär,inslag,svarta,vinbär,plommon,choklad,peppar ;Mycket,fruktig,doft,fatkaraktär,inslag,svarta,vinbär,blåbär,choklad,svarta,oliver
16676;Sunrise;Cabernet Sauvignon;59;750;1998-06-08;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Valle Central;Chile;Concha y Toro;Concha y Toro Sweden AB;2013;2013;13%;FS;0;Cabernet sauvignon;7 ;7 ;9 ;Cabernet,sauvignon;Mycket,fruktig,ungdomlig,smak,inslag,svarta,vinbär,plommon,choklad,örter ;Mycket,fruktig,doft,inslag,svarta,vinbär,plommon,örter,vanilj
16676;Sunrise;Cabernet Sauvignon;24;250;1999-10-04;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Valle Central;Chile;Concha y Toro;Concha y Toro Sweden AB;2013;2013;13.5%;FS;0;Cabernet sauvignon;7 ;7 ;9 ;Cabernet,sauvignon;Mycket,fruktig,ungdomlig,smak,inslag,svarta,vinbär,plommon,choklad,örter ;Mycket,fruktig,doft,inslag,svarta,vinbär,plommon,örter,vanilj
2001;Foot of Africa;Shiraz Viognier;189;3000;2009-11-09;Rott vin, Fruktigt & Smakrikt;Box;Vridtapp;Western Cape;Sydafrika;Kleine Zalze;Winemarket Nordic AB;2013;2013;14.5%;FS;0;Shiraz och viognier.;7 ;7 ;9 ;Shiraz,och,viognier;Fruktig,smak,inslag,björnbär,peppar,örter,lakrits ;Fruktig,doft,inslag,björnbär,peppar,örter,lakrits
20020;Koopmanskloof;Cabernet Sauvignon Shiraz;77;750;2012-04-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape, Coastal Region, Stellenbosch;Sydafrika;Koopmanskloof;Oenoforos AB;2012;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2002;Côtes du Rhône;Mas de Langlade;59;750;2012-07-31;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône;Frankrike;Les Coteaux de Fournès;Brandpartners AB;2012;NA;14.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2004;Bellingham;Shiraz;89;750;1999-11-01;Rott vin;Flaska;Skruvkapsyl;Western Cape, Coastal Region;Sydafrika;Douglas Green Bellingham;Fondberg;2012;NA;14%;BS;0;Shiraz;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2005;Allesverloren;Touriga Naçional;125;750;2007-03-12;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Western Cape, Coastal Region, Swartland;Sydafrika;Allesverloren Wine Estate;janake wine group AB;2011;2011;14%;FS;0;Touriga naçional.;9 ;8 ;9 ;Touriga,naçional;Mycket,fruktig,smak,fatkaraktär,inslag,mörka,örter,plommon,choklad,nötter,vanilj ;Mycket,fruktig,doft,inslag,mörka,lavendel,plommon,vanilj
2007;Zonnebloem;Shiraz;79;750;1996-04-09;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape, Coastal Region, Stellenbosch;Sydafrika;Zonnebloem Wines;janake wine group AB;2012;2012;13.5%;FS;0;Shiraz (syrah);8 ;8 ;9 ;Shiraz,(syrah);Mycket,fruktig,rökig,smak,fatkaraktär,inslag,björnbär,peppar,körsbär,kaffe ;Mycket,fruktig,aningen,rökig,doft,fatkaraktär,inslag,kaffe,björnbär,choklad,rosmarin,vanilj
2009;Palazzo;Mio Rosso;54;750;2010-03-24;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Apulien;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;12.5%;FS;0;34% negroamaro, 33% primitivo och 33% sangiovese.;6 ;6 ;8 ;34%,negroamaro,33%,primitivo,och,33%,sangiovese;Fruktig,smak,inslag,mörka,lakrits,vanilj ;Fruktig,doft,inslag,mörka,mynta,lakrits
2010;Cacadu Ridge;Bin 4 Cabernet Sauvignon Petit Verdot;59;750;2005-10-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;South Eastern Australia;Australien;Oenoforos S A;Oenoforos AB;2013;2013;13.5%;FS;0;Cabernet sauvignon och petit verdot.;6 ;6 ;9 ;Cabernet,sauvignon,och,petit,verdot;Generöst,fruktig,smak,inslag,mörka,örter,viol,körsbär,sötlakrits ;Generöst,fruktig,doft,inslag,mörka,örter,viol,körsbär,sötlakrits
2011;Côtes-du-Rhône;;105;750;1995-05-31;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône;Frankrike;E Guigal;Vinunic AB;2011;2011;14%;FS;0;;8 ;8 ;9 ;Ingen anged;Kryddig,smak,inslag,björnbär,vitpeppar,lagerblad,lakrits,viol ;Kryddig,doft,inslag,björnbär,peppar,viol,lagerblad,lakrits
2012;Nederburg;Manor House Shiraz Mourvèdre;120;750;2012-04-02;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Western Cape, Coastal Region, Darling;Sydafrika;Nederburg Wines;Bibendum;2011;NA;15%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2013;ARA Select Blocks;Pinot Noir;149;750;2013-12-02;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Marlborough;Nya Zeeland;Winegrowers of ARA;Arvid Nordquist Vin och Sprithandel;2012;2012;13.5%;FS;0;Pinot noir.;7 ;6 ;9 ;Pinot,noir;Kryddig,nyanserad,smak,fatkaraktär,inslag,jordgubbar,körsbär,ingefära,örter,muskot,vanilj ;Kryddig,nyanserad,doft,fatkaraktär,inslag,jordgubbar,körsbär,muskot,örter,vanilj
2016;Bonpas;Côtes-du-Rhône Dom Alfant;89;750;2012-05-28;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône;Frankrike;Bonpas;Giertz Vinimport AB;2012;2012;14%;FS;0;;8 ;7 ;9 ;Ingen anged;Kryddig,fruktig,smak,inslag,fikon,lagerblad,björnbär,muskot,kanel ;Kryddig,nyanserad,doft,inslag,fikon,lagerblad,björnbär,kanel,örter
2016;Bonpas;Côtes-du-Rhône Dom Alfant;199;1500;2014-05-02;Rott vin;Magnum;;Rhonedalen, Côtes du Rhône;Frankrike;Bonpas;Giertz Vinimport AB;2012;NA;14%;BS;0;;8 ;7 ;9 ;Ingen anged;Kryddig,fruktig,smak,inslag,fikon,lagerblad,björnbär,muskot,kanel ;Kryddig,nyanserad,doft,inslag,fikon,lagerblad,björnbär,kanel,örter
2018;Flat Roof Manor;Shiraz Mourvèdre Viognier;69;750;2010-10-01;Rott vin;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Flat Roof Manor;janake wine group AB;2011;NA;14%;BS;0;;9 ;8 ;9 ;Shiraz,mourvèdre,och,viognier;Mycket,fruktig,smak,fatkaraktär,inslag,mörka,örter,choklad,eneträ ;Mycket,fruktig,doft,fatkaraktär,inslag,mörka,örter,plommon,choklad,peppar
2018;Flat Roof Manor;Shiraz Mourvèdre Viognier;49;375;2010-10-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Flat Roof Manor;janake wine group AB;2012;2012;14.5%;FS;0;Shiraz, mourvèdre och viognier.;9 ;8 ;9 ;Shiraz,mourvèdre,och,viognier;Mycket,fruktig,smak,fatkaraktär,inslag,mörka,örter,choklad,eneträ ;Mycket,fruktig,doft,fatkaraktär,inslag,mörka,örter,plommon,choklad,peppar
2019;Douglas Green;Cabernet Sauvignon Merlot;79;750;2009-04-01;Rott vin;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Douglas Green Bellingham;Fondberg;2011;NA;12.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2023;¿Qué Pasa?;;229;3000;2013-09-02;Rott vin, Fruktigt & Smakrikt;Box;Vingtapp;Valle Central;Chile;WineWorld AB;WineWorld AB;2013;2013;14%;FS;1;50% cabernet sauvignon, 35% syrah och 15% carmenère.;7 ;6 ;9 ;50%,cabernet,sauvignon,35%,syrah,och,15%,carmenère;Fruktig,smak,inslag,svarta,vinbär,mörka,körsbär,örter,vanilj ;Fruktig,doft,inslag,svarta,vinbär,mörka,körsbär,lakrits,vanilj
2024;Fair Exchange;Cabernet Sauvignon Cabernet Franc Shiraz;79;750;2013-09-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Cape First Wines;Mondo Wine Sweden AB;2013;2013;14%;FS;0;40% cabernet sauvignon, 30% cabernet franc, 20% shiraz, 8% merlot och 2% malbec.;7 ;7 ;9 ;40%,cabernet,sauvignon,30%,cabernet,franc,20%,shiraz,merlot,och,malbec;Fruktig,smak,inslag,svarta,vinbär,peppar,grön,paprika,rosmarin ;Fruktig,doft,inslag,mörka,peppar,choklad,grön,paprika
2025;Bundustar;;215;3000;2008-10-01;Rott vin, Fruktigt & Smakrikt;Box;Vridtapp;Western Cape;Sydafrika;Home of Origin Wine;Origin Nordic;2013;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2026;Meerlust;Rubicon;225;750;2006-05-22;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Western Cape, Coastal Region, Stellenbosch;Sydafrika;Meerlust;Tryffelsvinet AB;2009;2009;14.5%;FS;0;71% cabernet sauvignon, 20% merlot och 9% cabernet franc.;10;10;9 ;71%,cabernet,sauvignon,20%,merlot,och,cabernet,franc;Nyanserad,fruktig,smak,fatkaraktär,inslag,svarta,vinbär,plommon,tobak,kakao,vanilj,timjan ;Nyanserad,fruktig,doft,fatkaraktär,inslag,svarta,vinbär,tobak,plommon,timjan,mörk,choklad
2029;Viñalba The Grand Reserve;Malbec Cabernet Sauvignon Merlot;129;750;2013-09-02;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Patagonien;Argentina;Viñalba;The Wine Team;2011;2011;15%;FS;0;55% malbec, 30% cabernet sauvignon och 15% merlot.;10;9 ;9 ;55%,malbec,30%,cabernet,sauvignon,och,15%,merlot;Nyanserat,smakrikt,tydlig,rostad,fatkaraktär,inslag,björnbär,kaffe,choklad,peppar ;Nyanserad,fruktig,doft,tydlig,rostad,fatkaraktär,inslag,björnbär,kaffe,ceder,örter
2031;Culemborg;Cinsault Shiraz Ruby Cabernet;64;750;2013-03-01;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Douglas Green Bellingham;Spendrups Bryggeri AB;2012;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2033;Santa Ana;Reserve Malbec Shiraz;79;750;2005-10-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Cuyo, Mendoza;Argentina;Bodegas Santa Ana;Chris-Wine AB;NA;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2034;Kleine Zalze;Vineyard Selection Shiraz Mourvèdre Viognier;89;750;2009-10-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Kleine Zalze;Winemarket Nordic AB;2012;2012;14.5%;FS;0;80% shiraz, 15% mourvèdre och 5% viognier.;9 ;9 ;9 ;Shiraz,mourvèdre,och,viognier*;Smakrikt,mycket,fruktigt,något,rökigt,fatkaraktär,inslag,björnbär,plommon,rosmarin,hallon,tobak,lakrits ;Mycket,fruktig,något,rökig,doft,fatkaraktär,inslag,björnbär,korinter,tobak,lakrits,rosmarin
2034;Kleine Zalze;Vineyard Selection Shiraz Mourvèdre Viognier;49;375;2009-10-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Kleine Zalze;Winemarket Nordic AB;2012;2012;14.5%;FS;0;Shiraz, mourvèdre och viognier.*;9 ;9 ;9 ;Shiraz,mourvèdre,och,viognier*;Smakrikt,mycket,fruktigt,något,rökigt,fatkaraktär,inslag,björnbär,plommon,rosmarin,hallon,tobak,lakrits ;Mycket,fruktig,något,rökig,doft,fatkaraktär,inslag,björnbär,korinter,tobak,lakrits,rosmarin
2036;Duette;Cabernet Sauvignon;109;750;2013-12-02;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Maipo;Chile;Viña Indomita;Prime Wine Sweden AB;2012;2012;14.5%;FS;0;Cabernet sauvignon.;9 ;9 ;9 ;Cabernet,sauvignon;Mycket,fruktig,smak,fatkaraktär,inslag,svarta,vinbär,björnbär,örter,choklad,vanilj ;Mycket,fruktig,doft,fatkaraktär,inslag,svarta,vinbär,björnbär,örter,vanilj,choklad
2037;Gran Feudo;Reserva;95;750;1993-09-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Navarra;Spanien;Chivite;Ward Wines AB;2008;2008;13%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2038;Rib Shack;Red;79;750;2013-01-09;Rott vin;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Douglas Green Bellingham;Fondberg;2013;NA;13%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2039;Helderberg;Cabernet Sauvignon;99;750;2013-03-01;Rott vin, Stramt & Nyanserat;Flaska;Skruvkapsyl;Western Cape, Coastal Region, Stellenbosch;Sydafrika;Helderberg Winery;Prime Wine Sweden AB;2013;2013;14.5%;FS;0;Cabernet sauvignon.;9 ;9 ;9 ;Cabernet,sauvignon;Nyanserad,fruktig,smak,fatkaraktär,inslag,svarta,vinbär,lagerblad,tobak,choklad,gräs ;Nyanserad,fruktig,doft,fatkaraktär,inslag,svarta,vinbär,plommon,choklad,grön,paprika
2043;Helderberg;Bushvine Shiraz;89;750;2013-12-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape, Coastal Region;Sydafrika;Helderberg Winery;Prime Wine Sweden AB;2013;2013;14%;FS;0;Shiraz.;8 ;8 ;9 ;Shiraz;Fruktig,kryddig,smak,fatkaraktär,inslag,björnbär,rosmarin,lagerblad,vitpeppar,lakrits ;Fruktig,kryddig,doft,fatkaraktär,inslag,mörka,rosmarin,vitpeppar,lagerblad,choklad
2044;Robertson;Shiraz;69;750;2003-02-03;Rott vin;Flaska;Skruvkapsyl;Western Cape, Breede River Valley, Robertson;Sydafrika;Robertson Winery;Prime Wine Sweden AB;2010;NA;14%;BS;0;Shiraz;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2045;Biurko;Tempranillo;79;750;2013-12-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Rioja;Spanien;Bodegas Biurko Gorri SAL;Johan Lidby Vinhandel AB;2013;2013;13%;FS;1;Tempranillo.;7 ;7 ;9 ;Tempranillo;Fruktig,ungdomlig,smak,inslag,röda,plommon,lakrits,örter ;Fruktig,ungdomlig,doft,inslag,röda,katrinplommon,lakrits,örter
2046;Eikendal La Grâce;Pinotage Shiraz Cabernet Sauvignon;79;750;2013-03-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Eikendal Vineyards;AB Wicked Wine Sweden;2012;2012;14%;FS;0;Pinotage, cabernet sauvignon och shiraz.;8 ;8 ;9 ;Pinotage,cabernet,sauvignon,och,shiraz;Mycket,fruktig,smak,inslag,svarta,vinbär,plommon,peppar,örter ;Mycket,fruktig,doft,inslag,plommon,svarta,vinbär,mörk,choklad,paprika
2047;African Noontide;Shiraz Cabernet Sauvignon;67;1000;2014-03-01;Rott vin, Fruktigt & Smakrikt;Papp;Skruvkapsyl;Western Cape;Sydafrika;Overhex Wines International;Realfi Sweden AB;2014;2014;14%;FS;0;80% shiraz och 20% cabernet sauvignon.;7 ;7 ;9 ;80%,shiraz,och,20%,cabernet,sauvignon;Fruktig,smak,inslag,svarta,vinbär,björnbär,örter,sötlakrits ;Fruktig,doft,inslag,mörka,peppar,lakrits
2048;Oude Kaap;Reserve Cabernet Sauvignon;69;750;2000-05-08;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Douglas Green Bellingham;Fondberg;2012;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2050;Sandbar Estate;Grenache;79;750;2014-03-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;South Australia, McLaren Vale;Australien;Vinous Australis;Domaine Wines Sweden AB;2012;NA;14.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2052;Chill Out;Expedition;59;750;2010-10-01;Rott vin, Mjukt & Barigt;PET-flaska;Skruvkapsyl;Western Cape;Sydafrika;Altia;Altia Sweden AB;2013;2013;13.5%;FS;0;;5 ;5 ;9 ;Ingen anged;Fruktig,smak,inslag,skogsbär,lakrits,örter ;Fruktig,doft,inslag,mörka,örter,lakrits
2054;Long Beach;Grenache Syrah Mourvèdre;99;750;2012-10-01;Rott vin;Flaska;Skruvkapsyl;Western Cape, Coastal Region;Sydafrika;Reyneke Winery;Prime Wine Sweden AB;2012;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2056;Bellingham;Shiraz Viognier;150;1500;2007-04-02;Rott vin, Fruktigt & Smakrikt;Box;Vridtapp;Western Cape, Coastal Region, Paarl;Sydafrika;Douglas Green Bellingham;Fondberg;2012;2012;14%;FS;0;95% shiraz och 5% viognier.;8 ;7 ;9 ;95%,shiraz,och,viognier;Mycket,fruktig,smak,fatkaraktär,inslag,mörka,plommon,viol,kanel,choklad ;Mycket,fruktig,doft,fatkaraktär,inslag,mörka,katrinplommon,mörk,choklad,lakrits,kokos
2057;Tokolosh;Merlot;49;375;2010-03-24;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape, Coastal Region;Sydafrika;Tooverberg Boerdery;Kajsa Wines AB;2011;2011;14.5%;FS;0;Merlot.;8 ;8 ;9 ;Merlot;Mycket,fruktig,aningen,rökig,smak,fatkaraktär,inslag,mörka,plommon,rosmarin,lakrits,vanilj ;Mycket,fruktig,aningen,rökig,doft,fatkaraktär,inslag,svarta,vinbär,plommon,mynta,lakrits,tobak
