nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Pant,Volymiml,PrisPerLiter,Saljstart,Slutlev,Varugrupp,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,Ekologisk,Koscher,RavarorBeskrivning
146101,825533,1461,Früh Kolsch,Colner Hofbrau Früh,20.300,,500,40.6,2014-06-02,,"ol, Ale",Flaska,,,Tyskland,Colner Hofbrau Früh,Brekeriet Beer AB,,,4.8%,FS,0,0,Pilsner- och karamellmalt samt humle av sorterna tettnanger och hallertau.
146212,507740,1462,Falcon Bayerskt,,14.900,1.000,500,29.8,2011-09-26,,"ol, Mork lager",Burk,,"Hallands lan, Falkenbergs kommun",Sverige,Carlsberg Sverige AB,Carlsberg Sverige AB,,,5.2%,FS,0,0,Kornmalt och humle.
146303,441761,1463,S:t Eriks IPA,,18.900,,330,57.27,2010-10-01,,"ol, Ale",Flaska,,"Stockholms lan, Sigtuna kommun",Sverige,S:t Eriks Bryggeri,Galatea Spirits AB,,,5.3%,FS,0,0,"Karamell- och kornmalt, samt amarillohumle."
146403,164990,1464,Nils Oscar,India Ale,19.200,,330,58.18,2005-10-01,,"ol, Ale",Flaska,,"Sodermanlands lan, Nykopings kommun",Sverige,Nils Oscar Company,The Nils Oscar Company AB,,,5.3%,FS,0,0,"Pilsner- münchener och karamellmalt, samt humle av sorterna amarillo, cascade och northern brewer."
146601,266756,1466,Landsort Lager,,28.900,,500,57.8,2007-06-18,,"ol, Ljus lager",Flaska,,"Stockholms lan, Nynashamns kommun",Sverige,Nynashamns angbryggeri AB,Nynashamns angbryggeri AB,,,5.3%,FS,0,0,"Pilsner- och karamellmalt samt humle av sorterna perle, tettnang och saaz."
146703,586914,1467,Mariestads,Continental,13.200,,330,40,2011-10-01,,"ol, Ljus lager",Flaska,,"Dalarnas lan, Ludvika kommun",Sverige,Spendrups,Spendrups Bryggeri AB,,,4.2%,BS,0,0,"Mork och ljus karamellmalt, pilsnermalt samt humlesorterna perle och fuggles."
146812,507975,1468,Spendrups Premium Lager,,8.900,1.000,330,26.97,2011-12-27,,"ol, Ljus lager",Burk,,,Sverige,Spendrups,Spendrups Bryggeri AB,,,5%,FS,0,0,Kornmalt och humle.
146915,758388,1469,Brutal Brewing,Sir Taste a Lot Hoppiness,12.900,1.000,330,39.09,2013-09-02,,"ol, Ljus lager",Burk,,,Sverige,Spendrups,Spendrups Bryggeri AB,,,4.5%,BS,0,0,
147101,1048,1471,Zeunerts Merke,,14.400,.900,500,28.8,1993-06-01,,"ol, Ljus lager",Flaska,,,Sverige,Kopparbergs/Sofiero Bryggeri,KopparbergsSofiero Bryggeri,,,5.3%,BS,0,0,Pilsnermalt och humle.
147212,508185,1472,Guldkallan,,8.400,1.000,330,25.45,2011-11-17,,"ol, Ljus lager",Burk,,"Dalarnas lan, Ludvika kommun",Sverige,Spendrups,Spendrups Bryggeri AB,,,4.8%,FS,0,0,Pilsnermalt och humlesorterna hallertau samt spalter.
147301,341829,1473,Nils Oscar,Rokporter,27.000,,500,54,2008-10-01,,"ol, Porter och Stout",Flaska,,"Sodermanlands lan, Nykopings kommun",Sverige,Nils Oscar Company,The Nils Oscar Company AB,,,5.9%,FS,0,0,Malt och humle av sorterna fuggles och amarillo.
147403,402946,1474,Swedish Elk Brew,,11.400,,330,34.55,2009-10-01,,"ol, Ljus lager",Flaska,,,Sverige,Kopparbergs/Sofiero Bryggeri,KopparbergsSofiero Bryggeri,,,7.5%,FS,0,0,Kornmalt och humle.
147503,370521,1475,Oppigards,Single Hop Ale,17.800,,330,53.94,2009-04-01,,"ol, Ale",Flaska,,"Dalarnas lan, Hedemora kommun",Sverige,Oppigards Bryggeri AB,Oppigards Bryggeri AB,,,4.8%,FS,0,0,"Pale alemalt, vetemalt och humle av sorten styrian golding."
147615,765340,1476,Norrlands Guld,Ljus,9.900,1.000,330,30,2013-09-02,,"ol, Ljus lager",Burk,,,Sverige,Spendrups,Spendrups Bryggeri AB,,,4.7%,FS,0,0,Kornmalt och humle.
147712,508212,1477,Smaland,,8.700,1.000,330,26.36,2011-10-27,,"ol, Ljus lager",Burk,,"Kalmar lan, Vimmerby kommun",Sverige,abro Bryggeri,abro Bryggeri,,,5.2%,FS,0,0,Kornmalt och humle.
148001,14519,1480,Zeunerts,Hoga Kusten,15.400,.900,500,30.8,1998-01-05,,"ol, Specialol",Flaska,,"Vasternorrlands lan, Solleftea kommun",Sverige,Kopparbergs/Sofiero Bryggeri,KopparbergsSofiero Bryggeri,,,5.3%,FS,0,0,Kornmalt och humle. Denna dryck ar en blandning av ale och ljus lager.
14802,5002,148,Ranas Brannvin,,199.000,,500,398,1994-11-07,,Kryddad sprit,Flaska,Skruvkapsyl,,Internationellt marke,Altia,Altia Sweden AB,,,38%,FS,1,0,
148112,508097,1481,Fagerhult Export,,8.900,1.000,330,26.97,2011-09-26,,"ol, Ljus lager",Burk,,,Sverige,Kopparbergs/Sofiero Bryggeri,KopparbergsSofiero Bryggeri,,,5.3%,FS,0,0,Kornmalt och humle.
148215,848014,1482,White Rascal,,21.900,1.000,355,61.69,2014-09-01,,"ol, Veteol",Burk,,,USA,Avery Brewing Co.,Great Brands AB,,,5.6%,FSN,0,0,"Korn- och vetemalt samt humle av sorterna bravo, sterling och hersbrucker."
148303,342979,1483,abro Original,Starkol,8.900,,330,26.97,2008-10-01,,"ol, Ljus lager",Flaska,,"Kalmar lan, Vimmerby kommun",Sverige,abro Bryggeri,abro Bryggeri,,,5.2%,BS,0,0,Kornmalt och humle.
148403,626917,1484,Falcon Raw,No 9,12.900,,330,39.09,2012-04-02,,"ol, Ljus lager",Flaska,,"Hallands lan, Falkenbergs kommun",Sverige,Carlsberg Sverige AB,Carlsberg Sverige AB,,,4.5%,FS,1,0,Kornmalt och humle.
148503,626980,1485,Hale to Nothing,,14.900,,330,45.15,2012-04-02,,"ol, Ale",Flaska,,"Dalarnas lan, Ludvika kommun",Sverige,Spendrups,Spendrups Bryggeri AB,,,4.5%,FS,1,0,"Pilner- och münchenmalt samt humle av sorterna perle, centennial och fuggles."
148603,847886,1486,O'Hara's,Irish Red Ale,16.500,,330,50,2014-09-01,,"ol, Ale",Flaska,,,Irland,Carlow Brewing Co,Brewery International Sweden AB,,,4.3%,FSN,0,0,Kornmalt och humle.
148904,825642,1489,Hofbrau München,Mixpack,71.600,,2000,35.8,2014-06-02,,"ol, Flera typer",4 fl à 500 ml,,,Tyskland,Staatliches Hofbrauhaus in München,Galatea Spirits AB,,,5.2%,BS,0,0,
149003,217862,1490,Oppigards,Golden Ale,17.900,,330,54.24,2006-10-02,,"ol, Ale",Flaska,,"Dalarnas lan, Hedemora kommun",Sverige,Oppigards Bryggeri AB,Oppigards Bryggeri AB,,,5.2%,FS,0,0,"Kornmalt av typerna pale ale och ljus karamellmalt, samt humle av sorterna east kent goldings och cascade."
149114,778860,1491,Pistonhead,Flat Tire,8.200,1.000,330,24.85,2013-12-02,,"ol, Ljus lager",Burk,,,Sverige,Spendrups,Spendrups Bryggeri AB,,,4.5%,FS,0,0,"Pilsner-, munchener- och ljus karamellmalt samt humle av sorterna magnum, centennial och mosaic."
149212,507792,1492,Millennium Stark,,12.900,1.000,500,25.8,2011-11-04,,"ol, Ljus lager",Burk,,"Hallands lan, Falkenbergs kommun",Sverige,Carlsberg Sverige AB,Carlsberg Sverige AB,,,7.1%,BS,0,0,Kornmalt och humle.
149303,548922,1493,Nils Oscar,Hop Yard IPA,25.800,,330,78.18,2011-04-01,,"ol, Ale",Flaska,,"Sodermanlands lan, Nykopings kommun",Sverige,Nils Oscar Company,The Nils Oscar Company AB,,,7.3%,FS,0,0,"Ljus kornmalt och karamellmalt, samt humle av sorterna cascade, simcoe, nelson sauvin och amarillo."
149403,848092,1494,La Trappe Blond,,23.800,,330,72.12,2014-09-01,,"ol, Ale",Flaska,,,Nederlanderna,De Koningshoeven,Galatea Spirits AB,,,6.5%,FSN,0,0,Kornmalt och humle.
149512,508414,1495,TT,Original Lager,9.900,1.000,330,30,2011-12-20,,"ol, Ljus lager",Burk,,"Stockholms lan, Stockholms stad",Sverige,Three Towns Ind Brewers,Galatea Spirits AB,,,4.5%,FS,1,0,Kornmalt och humle.
149601,44352,1496,Maredsous 8,,59.800,,750,79.73,2003-12-01,,"ol, Ale",Flaska,,,Belgien,Duvel Moortgat,Galatea Spirits AB,,,8%,BS,0,0,
149703,403058,1497,Carnegie Porter,,15.900,,330,48.18,2009-10-01,,"ol, Porter och Stout",Flaska,,"Hallands lan, Falkenbergs kommun",Sverige,Carlsberg Sverige AB,Carlsberg Sverige AB,2014,2014,5.5%,FS,0,0,
149803,676842,1498,Sigtuna East Coast Pale Ale,,18.900,,330,57.27,2012-10-01,,"ol, Ale",Flaska,,,Sverige,Sigtuna Brygghus,Brygghuset i Sigtuna AB,,,5%,FS,0,0,Karamellmalt samt humle av sorterna east kent goldings och citra.
149912,508194,1499,Guldkallan,,8.900,1.000,330,26.97,2011-10-17,,"ol, Ljus lager",Burk,,"Dalarnas lan, Ludvika kommun",Sverige,Spendrups,Spendrups Bryggeri AB,,,5.7%,FS,0,0,Pilsnermalt och humlesorterna hallertau samt spalter.
150001,778863,1500,Celt Dark Age,,24.200,,500,48.4,2013-12-02,,"ol, Ale",Flaska,,,Storbritannien,The Celt Experience Brewery,Heba Food & Beverages AB,,,4%,BS,0,0,
15002,189537,150,Masumi Karakuchi Ki-ippon,Junmai Ginjo,90.000,,300,300,2006-04-01,,Sake,Flaska,,,Japan,Miyasaka Brewing Company,Akebono Unlimited AB,,,15%,FS,0,0,"Ris, jast och vatten"
1501,779032,15,Barents Aquavit,Special Edition,301.000,,700,430,2013-12-02,,Kryddad sprit,Flaska,Naturkork,,Norge,Det Norske Brenneri,Nice Wine i Jonkoping AB,,,40%,TSS,0,0,
150103,805419,1501,Brewdog,5 A.M. Saint,20.100,,330,60.91,2014-03-01,,"ol, Ale",Flaska,,,Storbritannien,BrewDog,Cask Sweden AB,,,5%,FS,0,0,Kornmalt och humle.
150215,707108,1502,Dale's Pale Ale,,22.900,1.000,355,64.51,2013-03-01,,"ol, Ale",Burk,,,USA,Oskar Blues Brewery,Great Brands AB,,,6.5%,FS,0,0,Kornmalt och humle.
150303,195134,1503,Red Seal Ale,,19.900,,355,56.06,2006-04-01,,"ol, Ale",Flaska,,,USA,North Coast Brewing Company,Galatea Spirits AB,,,5.4%,FS,0,0,Kornmalt och humle.
150501,1098,1505,Erdinger,Weissbier Kristallklar,21.900,,500,43.8,1988-11-01,,"ol, Veteol",Flaska,,,Tyskland,Erdinger,Carlsberg Sverige AB,,,5.3%,FS,0,0,"Vetemalt, kornmalt och humle."
150601,12969,1506,Jever Pilsener,,16.900,,500,33.8,1997-04-02,,"ol, Ljus lager",Flaska,,,Tyskland,Friesisches Brauhaus,TOMP Beer Wine & Spirits AB,,,4.9%,BS,0,0,Kornmalt och humle.
150603,15107,1506,Jever Pilsener,,12.900,,330,39.09,1998-03-01,,"ol, Ljus lager",Flaska,,,Tyskland,Friesisches Brauhaus,TOMP Beer Wine & Spirits AB,,,4.9%,FS,0,0,Kornmalt och humle.
150701,551108,1507,Schneider Weisse,Mein Grünes Tap 4,23.400,,500,46.8,2011-04-01,,"ol, Veteol",Flaska,,,Tyskland,G Schneider & Sohn,Brewery International Sweden AB,,,6.2%,FS,1,0,"Vetemalt, kornmalt och humle."
150803,627223,1508,Leo Beer,,9.900,,330,30,2011-12-19,,"ol, Ljus lager",Flaska,,,Thailand,Singha Corporation,Galatea Spirits AB,,,5%,FS,0,0,Kornmalt och humle.
150901,630968,1509,Stortebeker,Bernstein Weizen,20.900,,500,41.8,2012-04-02,,"ol, Veteol",Flaska,,,Tyskland,Stralsunder Brauerei,Heba Food & Beverages AB,,,5.3%,FS,1,0,"Vete-, karamell- och mork malt samt humle av sorten perle."
151001,194552,1510,Karlovacko,,17.800,,500,35.6,2005-12-28,,"ol, Ljus lager",Flaska,,,Kroatien,Karlovacka Pivovara,GL Brands AB,,,5%,FS,0,0,"Kornmalt, majs och humle."
151103,299633,1511,Maredsous 6,Blonde,19.900,,330,60.3,2008-04-01,,"ol, Ale",Flaska,,,Belgien,Duvel Moortgat,Galatea Spirits AB,,,6%,FS,0,0,
151201,733626,1512,Weihenstephaner,Kristall Weissbier,20.900,,500,41.8,2013-06-01,,"ol, Veteol",Flaska,,,Tyskland,Weihenstephan,Galatea Spirits AB,,,5.4%,FS,0,0,Korn- och vetemalt samt humle.
151301,824201,1513,Twisted Thistle IPA,,16.900,,330,51.21,2014-03-01,,"ol, Ale",Flaska,Naturkork,Skottland,Storbritannien,Belhaven Brewery,TOMP Beer Wine & Spirits AB,,,5.6%,FS,0,0,Kornmalt och humle av sorterna cascade och challenger.
151403,242735,1514,Kronenbourg,1664 Blanc,14.900,,330,45.15,2007-04-02,,"ol, Veteol",Flaska,,,Internationellt marke,Kronenbourg,Carlsberg Sverige AB,,,5%,FS,0,0,"60% kornmalt, 40% vete samt koriander och citrus."
151503,299605,1515,Brewdog Punk IPA,,21.400,,330,64.85,2008-04-01,,"ol, Ale",Flaska,,Skottland,Storbritannien,BrewDog,Cask Sweden AB,,,5.6%,FS,0,0,Kornmalt och humle.
151601,690140,1516,Konig Pilsener,,17.300,,500,34.6,2012-10-01,,"ol, Ljus lager",Flaska,,,Tyskland,Konig-Brauerei,Galatea Spirits AB,,,4.9%,BS,0,0,
151612,508357,1516,Konig Pilsener,,10.900,1.000,330,33.03,2011-12-16,,"ol, Ljus lager",Burk,,,Tyskland,Konig-Brauerei,Galatea Spirits AB,,,4.9%,FS,0,0,Kornmalt och humle.
151703,10930,1517,Kronenbourg 1664,,13.900,,330,42.12,1996-06-03,,"ol, Ljus lager",Flaska,,,Internationellt marke,Kronenbourg,Carlsberg Sverige AB,,,5%,FS,0,0,Korn- och vetemalt samt humle.
151801,371315,1518,Fuller's,India Pale Ale,24.500,,500,49,2009-04-01,,"ol, Ale",Flaska,,England,Storbritannien,Fuller Smith & Turner,Arvid Nordquist Vin och Sprithandel,,,5.3%,FS,0,0,"Pale alemalt, crystalmalt samt humle av sorterna golding, fuggle och target."
151912,507871,1519,Saxon,Glutenfri,13.900,1.000,500,27.8,2011-11-04,,"ol, Ljus lager",Burk,,,Finland,Sinebrychoff,Carlsberg Sverige AB,,,4.1%,BS,0,0,
152003,1113,1520,Sol,,14.900,,330,45.15,1991-07-01,,"ol, Ljus lager",Flaska,,,Internationellt marke,Cerveceria Moctezuma,Spendrups Bryggeri AB,,,4.5%,FS,0,0,Kornmalt och humle.
152201,662049,1522,Karhu,,13.900,.900,500,27.8,2012-04-16,,"ol, Ljus lager",Flaska,,,Finland,Sinebrychoff,Carlsberg Sverige AB,,,5.4%,FS,0,0,Kornmalt och humle.
152303,707129,1523,Epic,Armageddon IPA,22.900,,330,69.39,2013-03-01,,"ol, Ale",Flaska,,,Nya Zeeland,Epic Brewing,Galatea Spirits AB,,,6.7%,FS,0,0,"Pale ale- och caramalt samt humle av sorterna cacade, caentenniel, columbus och simcoe."
152403,548912,1524,Black Isle Organic,Goldeneye Pale Ale,20.900,,330,63.33,2011-04-01,,"ol, Ale",Flaska,,Skottland,Storbritannien,Black Isle Brewery,Galatea Spirits AB,,,5.6%,FS,1,0,"Kornmalt, vete och humle."
152503,50245,1525,Sierra Nevada,Pale Ale,23.500,,355,66.2,2004-11-01,,"ol, Ale",Flaska,,,USA,Sierra Nevada Brewing,AB Wicked Wine Sweden,,,5.6%,FS,0,0,"Tvaradig ljus- och karamellmalt samt magnum-, perle- och cascadehumle."
152601,1119,1526,Weihenstephaner,Hefe Weissbier,20.900,,500,41.8,1991-05-06,,"ol, Veteol",Flaska,,,Tyskland,Weihenstephan,Galatea Spirits AB,,,5.4%,FS,0,0,Korn- och vetemalt och humle.
