"","nr","Artikelid","Varnummer","Namn","Namn2","Prisinklmoms","Pant","Volymiml","PrisPerLiter","Saljstart","Slutlev","Varugrupp","Forpackning","Forslutning","Ursprung","Ursprunglandnamn","Producent","Leverantor","Argang","Provadargang","Alkoholhalt","Sortiment","Ekologisk","Koscher","RavarorBeskrivning","fyllighet","stravhet","fruktsyra","druva","smak","doft","real_score"
"1382",221301,714883,2213,"Domaine de la Curnière","",129,NA,750,172,"2013-03-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône, Vacqueyras","Frankrike","Domaine de la Curnière","Domaine Wines Sweden AB",2012,2012,"14.5%","FS",0,0,"Grenache, syrah och mourvèdre.","9 ","8 ","9 ","Grenache,syrah,och,mourvèdre","Kryddig.nyanserad.smak.inslag.mörka.rosmarin.hallon.peppar.lagerblad ","Kryddig.nyanserad.doft.inslag.björnbär.rosmarin.hallon.lagerblad.choklad",99
"1388",221401,395698,2214,"Lirac","Les Chenaies",99,NA,750,132,"2009-10-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône, Lirac","Frankrike","Ogier","Spendrups Bryggeri AB",2012,2012,"15%","FS",0,0,"60% grenache, 25% syrah och 15% mourvèdre.","9 ","9 ","9 ","60%,grenache,25%,syrah,och,15%,mourvèdre","Smakrikt.fruktigt.kryddigt.inslag.hallon.björnbär.lavendel.vitpeppar.örter ","Stor.kryddig.doft.inslag.hallon.björnbär.färska.örter.lavendel.vitpeppar",99
"1392",222001,797537,2220,"Stielle","",179,NA,750,238.67,"2013-12-02",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Toscana","Italien","Rocca di Castagnoli","Gullberg by Stockwine AB",2001,2001,"13.5%","FS",0,0,"70% sangiovese och 30% cabernet sauvignon.","9 ","9 ","9 ","70%,sangiovese,och,30%,cabernet,sauvignon","Balanserad.mogen.smak.fatkaraktär.inslag.torkad.frukt.tobak.plommon.kakao.nötter.läder ","Komplex.mogen.doft.fatkaraktär.inslag.torkad.frukt.tobak.plommon.lakrits.nötter.läder",99
"1393",222201,585568,2222,"De Loach","Russian River Valley Pinot Noir",185,NA,750,246.67,"2011-10-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Kalifornien, North Coast, Sonoma County, Russian River Valley","USA","De Loach Vineyards","Arvid Nordquist Vin och Sprithandel",2012,2012,"13.5%","FS",0,0,"90% pinot noir och 10% syrah.","7 ","6 ","9 ","90%,pinot,noir,och,10%,syrah","Kryddig.nyanserad.smak.fatkaraktär.inslag.jordgubbar.mynta.skogshallon.kaffe.choklad ","Nyanserad.kryddig.doft.rostad.fatkaraktär.inslag.jordgubbar.mynta.körsbär.choklad.kaffe",99
"1395",222301,812149,2223,"Carabal","Rasgo Tempranillo",69,NA,750,92,"2014-03-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Ribera del Guadiana","Spanien","Carabal Viñedos y Bodega","Vinunic AB",2012,2012,"14.5%","FS",0,0,"Tempranillo.","8 ","8 ","9 ","Tempranillo","Mycket.fruktig.smak.inslag.mörka.körsbär.lagerblad.plommon.lakrits ","Fruktig.något.kryddig.doft.inslag.mörka.körsbär.viol.plommon.lakrits",99
"1396",222401,807171,2224,"SOLI","Syrah",49,NA,750,65.33,"2014-03-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Trakien","Bulgarien","Edoardo Miroglio Eood","Concealed Wines AB",2013,NA,"13%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1400",222601,1552,2226,"Chatelle","Coteaux du Languedoc",59,NA,750,78.67,"1982-08-21",NA,"Rott vin, Mjukt & Barigt","Flaska","Skruvkapsyl","Languedoc-Roussillon, Coteaux du Languedoc","Frankrike","Altia","Altia Sweden AB",NA,NA,"12.5%","BS",0,0,"","5 ","5 ","9 ","Carignan,grenache,cinsaut,och,syrah","Bärig.smak.inslag.skogsbär.gräs.lakrits ","Bärig.doft.inslag.skogsbär.gräs.lakrits",99
"1401",222602,1553,2226,"Chatelle","Coteaux du Languedoc",39,NA,375,104,"1987-10-01",NA,"Rott vin, Mjukt & Barigt","Flaska","Skruvkapsyl","Languedoc-Roussillon, Coteaux du Languedoc","Frankrike","Altia","Altia Sweden AB",2012,2012,"12.5%","FS",0,0,"Carignan, grenache, cinsaut och syrah.","5 ","5 ","9 ","Carignan,grenache,cinsaut,och,syrah","Bärig.smak.inslag.skogsbär.gräs.lakrits ","Bärig.doft.inslag.skogsbär.gräs.lakrits",99
"1403",2227301,38624,22273,"Stellenzicht","Golden Triangle Pinotage",99,NA,750,132,"2003-05-05",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Western Cape, Coastal Region, Stellenbosch","Sydafrika","Stellenzicht","janake wine group AB",2012,2012,"14%","FS",0,0,"Pinotage.","9 ","8 ","9 ","Pinotage","Mycket.fruktig.smak.rostad.fatkaraktär.inslag.björnbär.plommon.choklad.eukalyptus ","Mycket.fruktig.doft.rostad.fatkaraktär.inslag.plommon.björnbär.choklad.eukalyptus.örter",99
"1405",2228301,38733,22283,"Cline","Zinfandel",89,NA,750,118.67,"2003-03-03",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Kalifornien","USA","Cline Cellars","Vinunic AB",2013,2013,"14%","FS",0,0,"75% zinfandel, 13% carignan, 6% mourvèdre, 3% barbera samt 3% ovriga druvsorter","7 ","5 ","8 ","75%,zinfandel,13%,carignan,mourvèdre,barbera,samt,övriga,druvsorter","Mycket.fruktig.smak.inslag.hallon.blåbär.vanilj ","Mycket.fruktig.doft.inslag.hallon.körsbär.örter.vanilj",99
"1406",2229708,39809,22297,"Appasanto","Castillo de Anna",149,NA,3000,49.67,"2003-04-07",NA,"Rott vin, Mjukt & Barigt","Box","Vingtapp","Valencia","Spanien","Anecoop","Winepartners Nordic AB",2013,2013,"13.5%","FS",0,0,"Tempranillo.","5 ","5 ","9 ","Tempranillo","Bärig.ungdomlig.smak.inslag.mörka.lakrits.gräs ","Bärig.ungdomlig.doft.inslag.mörka.muskot.gräs",99
"1407",2229901,39999,22299,"Domaine Lalande Réserve","Merlot",69,NA,750,92,"2003-09-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Languedoc-Roussillon, VdP d'Oc","Frankrike","Domaine Lalande","Domaine Wines Sweden AB",2012,2012,"12.5%","FS",0,0,"Merlot.","6 ","5 ","9 ","Merlot","Fruktig.smak.inslag.blåbär.plommon.örter ","Fruktig.doft.inslag.plommon.korinter.svarta.vinbär.örter",99
"1408",2230001,272080,22300,"Fontanafredda Ebbio","Langhe Nebbiolo",99,NA,750,132,"2007-10-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Piemonte, Langhe","Italien","Fontanafredda","Enjoy Wine & Spirits AB",2012,2012,"13.5%","FS",0,0,"Nebbiolo.","8 ","9 ","9 ","Nebbiolo","Kryddig.smak.fatkaraktär.inslag.körsbär.kanel.lakrits.lavendel.vanilj ","Nyanserad.kryddig.doft.fatkaraktär.inslag.körsbär.choklad.kanel.lakrits.rosmarin",99
"1409",2231001,12582,22310,"Lambrusco Reggiano","Dolce",55,NA,750,73.33,"1997-01-01",NA,"Rott vin, Sott","Flaska","Naturkork","Emilia-Romagna, Reggiano","Italien","Donelli","Enjoy Wine & Spirits AB",NA,NA,"7%","FS",0,0,"","5 ",NA,"8 ","Ingen anged","Något.spritsigt.ungdomlig.bärig.smak.sötma.inslag.blåbär.körsbär.mandel.örter ","Bärig.ungdomlig.doft.inslag.blåbär.körsbär.mandel",99
"1410",2231401,12733,22314,"Velletri","Riserva",89,NA,750,118.67,"1997-04-07",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Plastkork/syntetkork","Latium, Velletri","Italien","Vini di Velletri","Ward Wines AB",2009,2009,"13.5%","FS",0,0,"Montepulciano, cesanese och sangiovese.","7 ","6 ","9 ","Montepulciano,cesanese,och,sangiovese","Utvecklad.kryddig.smak.inslag.torkade.körsbär.russin.choklad.kanel ","Utvecklad.kryddig.doft.inslag.torkade.körsbär.russin.läder.kanel",99
"1411",2231601,13932,22316,"Pater Sangiovese","",75,NA,750,100,"1997-10-06",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Skruvkapsyl","Toscana","Italien","Frescobaldi","Spendrups Bryggeri AB",NA,NA,"12.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1412",2232001,30148,22320,"Bolla Le Poiane","Ripasso",119,NA,750,158.67,"2001-12-03",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Venetien, Valpolicella, Valpolicella Classico, Valpolicella Classico Superiore","Italien","Bolla","Arvid Nordquist Vin och Sprithandel",2012,2012,"14%","FS",0,0,"Corvina, rondinella, molinara","8 ","8 ","9 ","Corvina,rondinella,molinara","Kryddig.nyanserad.smak.inslag.mörka.körsbär.salvia.viol.lakrits.choklad ","Kryddig.nyanserad.doft.inslag.mörka.körsbär.salvia.viol.choklad.vanilj",99
"1413",2232801,25924,22328,"Chianti Classico Riserva","Beni Duilio",131,NA,750,174.67,"2000-10-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Toscana, Chianti, Chianti Classico","Italien","Castellani","Nigab",2009,2009,"13%","FS",0,0,"Sangiovese.","8 ","9 ","9 ","Sangiovese","Kryddig.smak.fatkaraktär.inslag.körsbär.örter.kakao.pinjenötter ","Kryddig.doft.fatkaraktär.inslag.körsbär.torkade.örter.kanel.choklad.pinjenötter",99
"1414",223301,22525,2233,"Château Pech-Latt","",99,NA,750,132,"2000-03-06",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Languedoc-Roussillon, Corbières","Frankrike","Château Pech-Latt","Sigva AB",2013,2013,"13%","FS",1,0,"Carignan, grenache, syrah och mourvèdre.","7 ","7 ","9 ","Carignan,grenache,syrah,och,mourvèdre","Fruktig.smak.inslag.skogsbär.viol.kakao.örter ","Fruktig.doft.inslag.skogsbär.viol.choklad.örter",99
"1415",2233501,677903,22335,"Candidato","Tempranillo",54,1,750,72,"2012-10-01",NA,"Rott vin, Mjukt & Barigt","PET-flaska","Skruvkapsyl","VdlT Castilla","Spanien","Cosecheros y Criadores","Arvid Nordquist Vin och Sprithandel",2013,2013,"13%","FS",1,0,"Tempranillo.","4 ","5 ","9 ","Tempranillo","Bärig.smak.inslag.björnbär.slånbär.sötlakrits ","Bärig.aningen.bränd.doft.inslag.mörka.hallon.lakrits",99
"1416",2233508,243476,22335,"Candidato","Tempranillo",159,NA,3000,53,"2006-12-29",NA,"Rott vin, Fruktigt & Smakrikt","Box","Vingtapp","VdlT Castilla","Spanien","Cosecheros y Criadores","Arvid Nordquist Vin och Sprithandel",2013,2013,"13%","FSB",1,0,"","4 ","5 ","9 ","Tempranillo","Bärig.smak.inslag.björnbär.slånbär.sötlakrits ","Bärig.aningen.bränd.doft.inslag.mörka.hallon.lakrits",99
"1417",2233701,621276,22337,"Girard","Old Vine Zinfandel",179,NA,750,238.67,"2012-04-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Kalifornien, North Coast, Napa Valley","USA","Girard","Terrific Wines AB",2012,2012,"15%","FS",0,0,"Zinfandel.","10","8 ","9 ","Zinfandel","Generöst.fruktig.smak.fatkaraktär.inslag.björnbär.jordgubbar.choklad.örter.vanilj ","Mycket.fruktig.doft.fatkaraktär.inslag.mörka.choklad.basilika.jordgubbar.vanilj",99
"1418",223401,824415,2234,"Ironstone","Cabernet Franc",97,NA,750,129.33,"2014-06-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Plastkork/syntetkork","Kalifornien, Central Valley, Lodi","USA","Ironstone Vineyards","Stellan Kramer AB",2012,2012,"13.5%","FS",0,0,"Cabernet franc.","7 ","6 ","9 ","Cabernet,franc","Fruktig.smak.inslag.körsbär.vanilj.hallon.peppar.choklad ","Fruktig.doft.inslag.körsbär.vanilj.hallon.choklad",99
"1419",2234601,848708,22346,"Barra of Mendocino","Cabernet Sauvignon",119,NA,750,158.67,"2014-09-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Kalifornien, North Coast, Mendocino County","USA","Barra of Mendocino","Prime Wine Sweden AB",2012,2012,"14%","FSN",1,0,"Cabernet sauvignon.","9 ","9 ","9 ","Cabernet,sauvignon","Mycket.fruktig.smak.fatkaraktär.inslag.svarta.vinbär.örter.korinter.ceder.kakao ","Mycket.fruktig.doft.fatkaraktär.inslag.svarta.vinbär.choklad.örter.korinter.ceder",99
"1420",2234908,243584,22349,"Infinitus Organic","Cabernet Sauvignon Tempranillo",170,NA,3000,56.67,"2006-12-29",NA,"Rott vin, Kryddigt & Mustigt","Box","Vingtapp","VdlT Castilla","Spanien","Cosecheros y Criadores","Amka Vinimport AB",NA,NA,"13.5%","BS",0,0,"Cabernet sauvignon och tempranillo.","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1421",2235001,13541,22350,"Tommasi","Amarone della Valpolicella Classico",285,NA,750,380,"1997-05-06",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Venetien, Valpolicella, Amarone della Valpolicella, Amarone della Valpolicella Classico","Italien","Tommasi Viticoltori","Hermansson & Co AB",2011,2011,"15%","FS",0,0,"Corvina veronese, rondinella, corvinone och oseleta.","10","9 ","9 ","Corvina,veronese,rondinella,corvinone,och,oseleta","Kryddig.smak.liten.sötma.inslag.torkade.körsbär.romrussin.nötter.vanilj.choklad ","Kryddig.doft.inslag.korinter.torkade.körsbär.lakrits.nötter.choklad",99
"1422",2235002,28811,22350,"Tommasi","Amarone della Valpolicella Classico",150,NA,375,400,"2001-05-07",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Venetien, Valpolicella, Amarone della Valpolicella, Amarone della Valpolicella Classico","Italien","Tommasi Viticoltori","Hermansson & Co AB",2011,2011,"15%","FS",0,0,"Corvina veronese, rondinella, corvinone och oseleta.","10","9 ","9 ","Corvina,veronese,rondinella,corvinone,och,oseleta","Kryddig.smak.liten.sötma.inslag.torkade.körsbär.romrussin.nötter.vanilj.choklad ","Kryddig.doft.inslag.korinter.torkade.körsbär.lakrits.nötter.choklad",99
"1423",2235006,690904,22350,"Tommasi","Amarone della Valpolicella Classico",628,NA,1500,418.67,"2012-10-01",NA,"Rott vin, Kryddigt & Mustigt","Magnum","Naturkork","Venetien, Valpolicella, Amarone della Valpolicella, Amarone della Valpolicella Classico","Italien","Tommasi Viticoltori","Hermansson & Co AB",2008,2008,"15%","FSB",0,0,"","10","9 ","9 ","Corvina,veronese,rondinella,corvinone,och,oseleta","Kryddig.smak.liten.sötma.inslag.torkade.körsbär.romrussin.nötter.vanilj.choklad ","Kryddig.doft.inslag.korinter.torkade.körsbär.lakrits.nötter.choklad",99
"1424",223601,272110,2236,"Château Gratien","",71,NA,750,94.67,"2007-10-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Loiredalen, Anjou-Saumur, Saumur-Champigny","Frankrike","Gratien & Meyer","Henkell & Co Sverige AB",2011,2011,"12.5%","FS",0,0,"Cabernet franc.","7 ","7 ","9 ","Cabernet,franc","Ungdomlig.örtig.smak.inslag.svarta.vinbär.viol.gräs.lakrits ","Ungdomlig.örtig.doft.inslag.svarta.vinbär.viol.peppar.lagerblad",99
"1426",2237201,34350,22372,"Mezzacorona Marzemino","",69,NA,750,92,"2002-10-07",NA,"Rott vin, Mjukt & Barigt","Flaska","Skruvkapsyl","Trentino-Alto Adige, Trentino","Italien","Mezzacorona","Enjoy Wine & Spirits AB",NA,NA,"13%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1428",2238201,831001,22382,"Corte Giara","Corvina Veronese",69,NA,750,92,"2014-06-02",NA,"Rott vin, Mjukt & Barigt","Flaska","Skruvkapsyl","Venetien, Veronese","Italien","Corte Giara","The WineAgency Sweden AB",2013,2013,"13%","FS",0,0,"Corvina.","5 ","5 ","10","Corvina","Bärig.smak.inslag.körsbär.hallon.viol.kryddor ","Bärig.doft.inslag.körsbär.blåbär.viol.kryddor",99
"1431",2240901,41888,22409,"i Castei","Ripasso",119,NA,750,158.67,"2003-08-04",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Venetien, Valpolicella, Valpolicella Classico, Valpolicella Classico Superiore","Italien","Castellani","Chris-Wine AB",2012,2012,"14%","FS",0,0,"75% corvina, 20% rondinella och 5% molinara.","9 ","9 ","9 ","75%,corvina,20%,rondinella,och,molinara","Nyanserad.kryddig.smak.fatkaraktär.inslag.torkade.körsbär.romrussin.kakao.lakrits.örter ","Nyanserad.kryddig.doft.fatkaraktär.inslag.körsbär.korinter.salvia.choklad",99
"1432",224101,639124,2241,"Il Cuore Per Martina","Appassimento",69,NA,750,92,"2011-12-30",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Venetien","Italien","Cantine Riondo","Brandpartners AB",2012,2012,"14%","FS",0,0,"Merlot.","7 ","6 ","9 ","Merlot","Kryddig.fruktig.smak.inslag.körsbär.pinjenötter.jordgubbar.korinter.vanilj ","Kryddig.doft.inslag.mörka.körsbär.korinter.pinjenötter.mynta.vanilj",99
"1440",2246701,40234,22467,"Piccini","Chianti",79,NA,750,105.33,"2003-06-02",NA,"Rott vin, Mjukt & Barigt","Flaska","Skruvkapsyl","Toscana, Chianti","Italien","Gestioni Piccini","Enjoy Wine & Spirits AB",2013,2013,"13%","FS",0,0,"Sangiovese.","6 ","6 ","9 ","Sangiovese","Bärig.smak.inslag.körsbär.slånbär.muskot.kryddor ","Bärig.doft.inslag.körsbär.hallon.muskot.lakrits",99
"1443",224901,760213,2249,"Künstler","Pinot Noir Tradition",109,NA,750,145.33,"2013-09-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Skruvkapsyl","Rheingau","Tyskland","Künstler","Nigab",2012,2012,"13.5%","FS",0,0,"Pinot noir.","5 ","4 ","10","Pinot,noir","Nyanserad.kryddig.smak.fatkaraktär.inslag.jordgubbar.sandelträ.lingon.kanel ","Nyanserad.kryddig.doft.fatkaraktär.inslag.jordgubbar.sandelträ.choklad.tranbär.kanel",99
"1446",2256201,42093,22562,"Seghesio","Sonoma Zinfandel",189,NA,750,252,"2003-10-06",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Kalifornien, North Coast, Sonoma County","USA","Seghesio Family Vineyards","Johan Lidby Vinhandel AB",2012,2012,"15%","FS",0,0,"Zinfandel.","10","8 ","9 ","Zinfandel","Mycket.fruktig.smak.tydlig.fatkaraktär.inslag.björnbär.hallon.mintchoklad.vanilj ","Mycket.fruktig.doft.tydlig.fatkaraktär.inslag.björnbär.blåbär.mintchoklad.vanilj",99
"1447",225701,864272,2257,"Hawk Crest","Cabernet Sauvignon",149,NA,750,198.67,"2014-12-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Kalifornien","USA","Stag's Leap Wine Cellars","Vinunic AB",2007,2007,"13.5%","FSN",0,0,"95% cabernet sauvignon och 5% petit verdot.","9 ","9 ","9 ","95%,cabernet,sauvignon,och,petit,verdot","Utvecklad.balanserad.fruktig.smak.fatkaraktär.inslag.svarta.vinbär.ceder.plommon.kakao.örter ","Nyanserad.utvecklad.doft.fatkaraktär.inslag.svarta.vinbär.ceder.körsbärspraliner.plommon.örter",99
"1448",225801,639422,2258,"Taurasi","Fatica Contadina Terredora",159,NA,750,212,"2012-10-01",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Kampanien, Taurasi","Italien","Terredora","Prime Wine Sweden AB",NA,NA,"13.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1450",226001,670885,2260,"El Rey","Old Vine Garnacha",79,NA,750,105.33,"2012-10-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Campo de Borja","Spanien","Crianza y Viñedos Santo Cristo","Terrific Wines AB",2012,NA,"14.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1453",2262001,17778,22620,"Bonterra","Zinfandel",139,NA,750,185.33,"1999-09-06",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Kalifornien, North Coast, Mendocino County","USA","Bonterra Vineyards","Concha y Toro Sweden AB",2012,2012,"14.5%","FS",1,0,"Zinfandel.","8 ","7 ","9 ","Zinfandel","Mycket.fruktig.smak.fatkaraktär.inslag.blåbär.svartpeppar.mynta.björnbär.vanilj ","Mycket.fruktig.doft.fatkaraktär.inslag.blåbär.svartpeppar.mynta.björnbär.vanilj",99
"1454",226201,271665,2262,"La Bastide Blanche","",149,NA,750,198.67,"2007-10-01",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Provence, Bandol","Frankrike","Earl Bronzo","Vinia Sweden AB",2012,2012,"14.5%","FS",1,0,"70% mourvèdre, 25% grenache, 3% cinsault och 2% carignan.","9 ","11","10","70%,mourvèdre,25%,grenache,cinsault,och,carignan","Nyanserad.stram.smak.fatkaraktär.inslag.mörka.eneträ.kaffe.kakao.rosmarin.lavendel ","Nyanserad.doft.fatkaraktär.inslag.mörka.eneträ.lavendel.choklad.rosmarin",99
"1456",2265201,13336,22652,"Navajas","Crianza",78,NA,750,104,"1997-07-21",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Bodegas Navajas","Viña Española AB",2010,2010,"14%","FS",0,0,"Tempranillo, garnacha och mazuelo.","8 ","8 ","9 ","Tempranillo,garnacha,och,mazuelo","Kryddig.utvecklad.smak.fatkaraktär.inslag.mörka.körsbär.korinter.dill.kakao.vanilj ","Utvecklad.kryddig.doft.fatkaraktär.inslag.dill.mörka.körsbär.korinter.choklad.vanilj",99
"1457",2265304,374867,22653,"akesson","Terra dell'Oro Rosso",24,NA,250,96,"2009-03-26",NA,"Rott vin, Mjukt & Barigt","Papp","","","Italien","akesson Vin AB","Kiviks Musteri AB",NA,NA,"13%","FS",0,0,"","5 ","4 ","8 ","Ingen anged","Bärig.smak.inslag.muskot.körsbär ","Bärig.doft.inslag.muskot.körsbär",99
"1459",226601,272049,2266,"Château la Reyne","Prestige",99,NA,750,132,"2007-10-01",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Frankrike sydvast, Cahors","Frankrike","Château La Reyne","Swedish Wine Cellar AB",2010,NA,"14%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1460",2266201,15818,22662,"Faustino VII","",77,NA,750,102.67,"1998-11-16",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Skruvkapsyl","Rioja","Spanien","Faustino Martínez","Bibendum",2012,2012,"13%","FS",0,0,"Tempranillo 95%, mazuelo 5%","6 ","6 ","9 ","Ingen anged","Kryddig.smak.fatkaraktär.inslag.torkade.körsbär.choklad.vanilj.örter ","Kryddig.doft.fatkaraktär.inslag.torkade.körsbär.choklad.vanilj.örter",99
"1461",2266202,19707,22662,"Faustino VII","",43,NA,375,114.67,"1999-08-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Faustino Martínez","Bibendum",2012,2012,"12.5%","FS",0,0,"","6 ","6 ","9 ","Ingen anged","Kryddig.smak.fatkaraktär.inslag.torkade.körsbär.choklad.vanilj.örter ","Kryddig.doft.fatkaraktär.inslag.torkade.körsbär.choklad.vanilj.örter",99
"1463",2267401,16899,22674,"Viña Albali","Reserva",69,NA,750,92,"1998-12-07",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Skruvkapsyl","Valdepeñas","Spanien","Felix Solis","Martin & Servera Aktiebolag",2010,2010,"13%","FS",0,0,"Tempranillo.","6 ","6 ","9 ","Tempranillo","Kryddig.utvecklad.smak.inslag.torkade.körsbär.nypon.lagerblad ","Kryddig.utvecklad.doft.inslag.torkade.körsbär.lagerblad.nypon",99
"1464",2267901,17049,22679,"Señorío de los Llanos","Gran Reserva",69,NA,750,92,"1999-01-04",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Valdepeñas","Spanien","Bodegas Vinartis","Prime Wine Sweden AB",2007,2007,"13%","FS",0,0,"Cencibel (tempranillo).","7 ","7 ","9 ","Cencibel,(tempranillo)","Fruktig.smak.fatkaraktär.inslag.hallon.viol.lakrits.vanilj.choklad ","Fruktig.doft.fatkaraktär.inslag.hallon.viol.vanilj.choklad",99
