nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Pant,Volymiml,PrisPerLiter,Saljstart,Slutlev,Varugrupp,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,Ekologisk,Koscher,RavarorBeskrivning,fyllighet,stravhet,fruktsyra,smak,doft
1601501,209373,16015,Saint Clair,Pinot Noir,109,NA,750,145.33,2006-10-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Marlborough,Nya Zeeland,Saint Clair Family Estate,Sigva AB,2013,2013,13.5%,FS,0,0,Pinot noir.,6,5,9,kryddig.fatkaraktar.jordgubbar.korsbar.ingefara.kanel.orter,kryddig.fatkaraktar.jordgubbar.hallon.muskot.kanel.ingefara.vanilj
1630101,826910,16301,Innocent Bystander,Syrah,139,NA,750,185.33,2014-06-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Victoria, Yarra Valley",Australien,Innocent Bystander,Domaine Wines Sweden AB,2013,2013,13.5%,FS,0,0,Syrah.,8,8,9,nyanserad.fruktig.fatkaraktar.bjornbar.enetra.peppar.orter.kanel.hallon.vanilj,nyanserad.mycket fruktig.fatkaraktar.bjornbar.enetra.peppar.plommon.orter.vanilj
1632001,14797,16320,Penfolds Kalimna Bin 28,Shiraz,169,NA,750,225.33,1998-02-16,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,South Eastern Australia,Australien,Penfolds,Treasury Wine Estates Sweden AB,2010,2010,14.5%,FS,0,0,Shiraz,10,9,9,rikt.mycket fruktigt vin.rostad fatkaraktar.bjornbar.plommon.eukalyptus.mork choklad.lakrits,mycket fruktig.nyanserad.rostad fatkaraktar.bjornbar.katrinplommon.mork choklad.lakrits.eukalyptus
1638101,40945,16381,Peter Lehmann Portrait Barossa,Shiraz,122,NA,750,162.67,2003-09-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"South Australia, Barossa Valley",Australien,Peter Lehmann,Spendrups Bryggeri AB,2012,2012,14.5%,FS,0,0,Shiraz,10,9,9,mycket fruktig.fatkaraktar.bjornbar.eukalyptus.svarta vinbar.choklad.vanilj,stor.fruktig.fatkaraktar..bjornbar.eukalyptus.kanel.choklad.svarta vinbar
1639401,39039,16394,Stoneleigh,Pinot Noir,135,NA,750,180,2003-04-07,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Marlborough,Nya Zeeland,Stoneleigh Vineyards,Pernod Ricard Sweden AB,2013,2013,13%,FS,0,0,Pinot noir.,5,5,10,kryddig.nyanserad.fatkaraktar.mogna jordgubbar.ingefara.korsbar.vanilj.orter,kryddig.nyanserad.fatkaraktar.mogna jordgubbar.kanel.korsbar.ingefara
1646008,37841,16460,Lindemans,Shiraz Cabernet,229,NA,3000,76.33,2002-12-02,NA,"Rott vin, Fruktigt & Smakrikt",Box,Vingtapp,South Eastern Australia,Australien,Lindemans,Treasury Wine Estates Sweden AB,2013,2013,13.5%,FS,0,0,"60 % shiraz, 40 % cabernet sauvignon",7,6,9,mycket fruktig.svarta vinbar.morka korsbar.orter.sotlakrits.kanel,mycket fruktig.svarta vinbar.korsbar.orter.kanel
1651001,10475,16510,Vi�a Maipo,Cabernet Sauvignon,59,NA,750,78.67,1996-08-05,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Valle Central,Chile,Vi�a Maipo,Concha y Toro Sweden AB,2013,2013,12.5%,FS,0,0,Cabernet sauvignon,6,6,9,ungdomlig.fruktig.svarta vinbar.korsbar.lakrits,ungdomlig.fruktig.svarta vinbar.korsbar.lakrits
1651002,37145,16510,Vi�a Maipo,Cabernet Sauvignon,33,NA,375,88,2002-10-07,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,,Valle Central,Chile,Vi�a Maipo,Concha y Toro Sweden AB,2013,2013,13%,FS,0,0,,6,6,9,ungdomlig.fruktig.svarta vinbar.korsbar.lakrits,ungdomlig.fruktig.svarta vinbar.korsbar.lakrits
1651008,25269,16510,Vi�a Maipo,Cabernet Sauvignon,184,NA,3000,61.33,2000-09-04,NA,"Rott vin, Fruktigt & Smakrikt",Box,Vingtapp,Valle Central,Chile,Vi�a Maipo,Concha y Toro Sweden AB,2013,2013,12.5%,FS,0,0,Cabernet sauvignon.,6,6,9,ungdomlig.fruktig.svarta vinbar.korsbar.lakrits,ungdomlig.fruktig.svarta vinbar.korsbar.lakrits
1653801,11468,16538,Turning Leaf,Zinfandel,79,NA,750,105.33,1996-10-28,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Kalifornien, North Coast",USA,Turning Leaf Vineyards,Spendrups Bryggeri AB,2012,2012,13.5%,FS,0,0,87% zinfandel 87% och 13% ovriga druvsorter.,7,6,9,mycket fruktig.syltig.fat.bjornbar.blabar.lakrits.vanilj,mycket fruktig.fat.bjornbar.skogshallon.lakrits.vanilj
1655401,12602,16554,Trapiche,Malbec Oak Cask,82,NA,750,109.33,1997-03-17,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Cuyo, Mendoza",Argentina,Bodegas Trapiche,Spendrups Bryggeri AB,2013,2013,14%,FS,0,0,Malbec,9,8,9,mycket fruktig.fatkaraktar.bjornbar.korsbar.lakrits.kaffe.vanilj,mycket fruktig.fatkaraktar.bjornbar.korsbar.mork choklad.orter.vanilj
1666901,14961,16669,Fetzer,Merlot,89,NA,750,118.67,1998-05-04,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Kalifornien,USA,Fetzer Vineyards,Concha y Toro Sweden AB,2012,2012,13.5%,FS,0,0,"Merlot 80%, zinfandel 20%",7,6,9,fruktig.fat.bjornbar.blabar.vanilj,fruktig.fat.bjornbar.blabar.vanilj
1667201,296150,16672,1865,Cabernet Sauvignon,119,NA,750,158.67,2008-04-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Maipo,Chile,Vi�a San Pedro,Pernod Ricard Sweden AB,2012,2012,14.5%,FS,0,0,Cabernet sauvignon.,9,9,9,mycket fruktig.fatkaraktar.svarta vinbar.plommon.choklad.peppar,mycket fruktig.fatkaraktar.svarta vinbar.blabar.choklad.svarta oliver
1667601,15267,16676,Sunrise,Cabernet Sauvignon,59,NA,750,78.67,1998-06-08,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Valle Central,Chile,Concha y Toro,Concha y Toro Sweden AB,2013,2013,13%,FS,0,0,Cabernet sauvignon,7,7,9,mycket fruktig.ungdomlig.fat.svarta vinbar.plommon.choklad.orter,mycket fruktig.fat.svarta vinbar.plommon.orter.vanilj
1667604,20580,16676,Sunrise,Cabernet Sauvignon,24,NA,250,96,1999-10-04,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Valle Central,Chile,Concha y Toro,Concha y Toro Sweden AB,2013,2013,13.5%,FS,0,0,Cabernet sauvignon,7,7,9,mycket fruktig.ungdomlig.fat.svarta vinbar.plommon.choklad.orter,mycket fruktig.fat.svarta vinbar.plommon.orter.vanilj
200108,417412,2001,Foot of Africa,Shiraz Viognier,189,NA,3000,63,2009-11-09,NA,"Rott vin, Fruktigt & Smakrikt",Box,Vridtapp,Western Cape,Sydafrika,Kleine Zalze,Winemarket Nordic AB,2013,2013,14.5%,FS,0,0,Shiraz och viognier.,7,7,9,fruktig.fat.bjornbar.peppar.orter.lakrits,fruktig.fat.bjornbar.peppar.orter.lakrits
200501,244764,2005,Allesverloren,Touriga Na�ional,125,NA,750,166.67,2007-03-12,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Western Cape, Coastal Region, Swartland",Sydafrika,Allesverloren Wine Estate,janake wine group AB,2011,2011,14%,FS,0,0,Touriga na�ional.,9,8,9,mycket fruktig.fatkaraktar.morka bar.orter.plommon.choklad.notter.vanilj,mycket fruktig.fat.morka bar.lavendel.plommon.vanilj
200701,9694,2007,Zonnebloem,Shiraz,79,NA,750,105.33,1996-04-09,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Western Cape, Coastal Region, Stellenbosch",Sydafrika,Zonnebloem Wines,janake wine group AB,2012,2012,13.5%,FS,0,0,Shiraz (syrah),8,8,9,mycket fruktig.rokig.fatkaraktar.bjornbar.peppar.korsbar.kaffe,mycket fruktig.aningen rokig.fatkaraktar.kaffe.bjornbar.choklad.rosmarin.vanilj
200901,431326,2009,Palazzo,Mio Rosso,54,NA,750,72,2010-03-24,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Apulien,Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,12.5%,FS,0,0,"34% negroamaro, 33% primitivo och 33% sangiovese.",6,6,8,fruktig.fat.morka bar.lakrits.vanilj,fruktig.fat.morka bar.mynta.lakrits
201001,164272,2010,Cacadu Ridge,Bin 4 Cabernet Sauvignon Petit Verdot,59,NA,750,78.67,2005-10-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,South Eastern Australia,Australien,Oenoforos S A,Oenoforos AB,2013,2013,13.5%,FS,0,0,Cabernet sauvignon och petit verdot.,6,6,9,generost fruktig.morka bar.orter.viol.korsbar.sotlakrits,generost fruktig.morka bar.orter.viol.korsbar.sotlakrits
201101,7609,2011,C�tes-du-Rh�ne,,105,NA,750,140,1995-05-31,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Rhonedalen, C�tes du Rh�ne",Frankrike,E Guigal,Vinunic AB,2011,2011,14%,FS,0,0,,8,8,9,kryddig.fat.bjornbar.vitpeppar.lagerblad.lakrits.viol,kryddig.fat.bjornbar.peppar.viol.lagerblad.lakrits
201301,772362,2013,ARA Select Blocks,Pinot Noir,149,NA,750,198.67,2013-12-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Marlborough,Nya Zeeland,Winegrowers of ARA,Arvid Nordquist Vin och Sprithandel,2012,2012,13.5%,FS,0,0,Pinot noir.,7,6,9,kryddig.nyanserad.fatkaraktar.jordgubbar.korsbar.ingefara.orter.muskot.vanilj,kryddig.nyanserad.fatkaraktar.jordgubbar.korsbar.muskot.orter.vanilj
201601,670404,2016,Bonpas,C�tes-du-Rh�ne Dom Alfant,89,NA,750,118.67,2012-05-28,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Rhonedalen, C�tes du Rh�ne",Frankrike,Bonpas,Giertz Vinimport AB,2012,2012,14%,FS,0,0,,8,7,9,kryddig.fruktig.fikon.lagerblad.bjornbar.muskot.kanel,kryddig.nyanserad.fikon.lagerblad.bjornbar.kanel.orter
201802,438976,2018,Flat Roof Manor,Shiraz Mourv�dre Viognier,49,NA,375,130.67,2010-10-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Western Cape,Sydafrika,Flat Roof Manor,janake wine group AB,2012,2012,14.5%,FS,0,0,"Shiraz, mourv�dre och viognier.",9,8,9,mycket fruktig.fatkaraktar.morka bar.orter.choklad.enetra,mycket fruktig.fatkaraktar.morka bar.orter.plommon.choklad.peppar
202308,755604,2023,�Qu� Pasa?,,229,NA,3000,76.33,2013-09-02,NA,"Rott vin, Fruktigt & Smakrikt",Box,Vingtapp,Valle Central,Chile,WineWorld AB,WineWorld AB,2013,2013,14%,FS,1,0,"50% cabernet sauvignon, 35% syrah och 15% carmen�re.",7,6,9,fruktig.fat.svarta vinbar.morka korsbar.orter.vanilj,fruktig.fat.svarta vinbar.morka korsbar.lakrits.vanilj
202401,755623,2024,Fair Exchange,Cabernet Sauvignon Cabernet Franc Shiraz,79,NA,750,105.33,2013-09-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Western Cape,Sydafrika,Cape First Wines,Mondo Wine Sweden AB,2013,2013,14%,FS,0,0,"40% cabernet sauvignon, 30% cabernet franc, 20% shiraz, 8% merlot och 2% malbec.",7,7,9,fruktig.fat.svarta vinbar.peppar.gron paprika.rosmarin,fruktig.fat.morka bar.peppar.choklad.gron paprika
202601,209319,2026,Meerlust,Rubicon,225,NA,750,300,2006-05-22,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Western Cape, Coastal Region, Stellenbosch",Sydafrika,Meerlust,Tryffelsvinet AB,2009,2009,14.5%,FS,0,0,"71% cabernet sauvignon, 20% merlot och 9% cabernet franc.",10,10,9,nyanserad.fruktig.fatkaraktar.svarta vinbar.plommon.tobak.kakao.vanilj.timjan,nyanserad.fruktig.fatkaraktar.svarta vinbar.tobak.plommon.timjan.mork choklad
202901,755151,2029,Vi�alba The Grand Reserve,Malbec Cabernet Sauvignon Merlot,129,NA,750,172,2013-09-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Patagonien,Argentina,Vi�alba,The Wine Team,2011,2011,15%,FS,0,0,"55% malbec, 30% cabernet sauvignon och 15% merlot.",10,9,9,nyanserat.rikt vin.tydlig rostad fatkaraktar.bjornbar.kaffe.choklad.peppar,nyanserad.fruktig.tydlig rostad fatkaraktar.bjornbar.kaffe.ceder.orter
203401,391511,2034,Kleine Zalze,Vineyard Selection Shiraz Mourv�dre Viognier,89,NA,750,118.67,2009-10-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Western Cape,Sydafrika,Kleine Zalze,Winemarket Nordic AB,2012,2012,14.5%,FS,0,0,"80% shiraz, 15% mourv�dre och 5% viognier.",9,9,9,rikt.mycket fruktigt.nagot rokigt vin.fatkaraktar.bjornbar.plommon.rosmarin.hallon.tobak.lakrits,mycket fruktig.nagot rokig.fatkaraktar.bjornbar.korinter.tobak.lakrits.rosmarin
203402,391514,2034,Kleine Zalze,Vineyard Selection Shiraz Mourv�dre Viognier,49,NA,375,130.67,2009-10-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Western Cape,Sydafrika,Kleine Zalze,Winemarket Nordic AB,2012,2012,14.5%,FS,0,0,"Shiraz, mourv�dre och viognier.*",9,9,9,rikt.mycket fruktigt.nagot rokigt vin.fatkaraktar.bjornbar.plommon.rosmarin.hallon.tobak.lakrits,mycket fruktig.nagot rokig.fatkaraktar.bjornbar.korinter.tobak.lakrits.rosmarin
203601,776126,2036,Duette,Cabernet Sauvignon,109,NA,750,145.33,2013-12-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Maipo,Chile,Vi�a Indomita,Prime Wine Sweden AB,2012,2012,14.5%,FS,0,0,Cabernet sauvignon.,9,9,9,mycket fruktig.fatkaraktar.svarta vinbar.bjornbar.orter.choklad.vanilj,mycket fruktig.fatkaraktar.svarta vinbar.bjornbar.orter.vanilj.choklad
203901,710890,2039,Helderberg,Cabernet Sauvignon,99,NA,750,132,2013-03-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Skruvkapsyl,"Western Cape, Coastal Region, Stellenbosch",Sydafrika,Helderberg Winery,Prime Wine Sweden AB,2013,2013,14.5%,FS,0,0,Cabernet sauvignon.,9,9,9,nyanserad.fruktig.fatkaraktar.svarta vinbar.lagerblad.tobak.choklad.gras,nyanserad.fruktig.fatkaraktar.svarta vinbar.plommon.choklad.gron paprika
204301,775919,2043,Helderberg,Bushvine Shiraz,89,NA,750,118.67,2013-12-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Western Cape, Coastal Region",Sydafrika,Helderberg Winery,Prime Wine Sweden AB,2013,2013,14%,FS,0,0,Shiraz.,8,8,9,fruktig.kryddig.fatkaraktar.bjornbar.rosmarin.lagerblad.vitpeppar.lakrits,fruktig.kryddig.fatkaraktar.morka bar.rosmarin.vitpeppar.lagerblad.choklad
204501,775922,2045,Biurko,Tempranillo,79,NA,750,105.33,2013-12-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Rioja,Spanien,Bodegas Biurko Gorri SAL,Johan Lidby Vinhandel AB,2013,2013,13%,FS,1,0,Tempranillo.,7,7,9,fruktig.ungdomlig.roda bar.plommon.lakrits.orter,fruktig.ungdomlig.roda bar.katrinplommon.lakrits.orter
204601,710922,2046,Eikendal La Gr�ce,Pinotage Shiraz Cabernet Sauvignon,79,NA,750,105.33,2013-03-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Western Cape,Sydafrika,Eikendal Vineyards,AB Wicked Wine Sweden,2012,2012,14%,FS,0,0,"Pinotage, cabernet sauvignon och shiraz.",8,8,9,mycket fruktig.fat.svarta vinbar.plommon.peppar.orter,mycket fruktig.fat.plommon.svarta vinbar.mork choklad.rod paprika
204701,800591,2047,African Noontide,Shiraz Cabernet Sauvignon,67,NA,1000,67,2014-03-01,NA,"Rott vin, Fruktigt & Smakrikt",Papp,Skruvkapsyl,Western Cape,Sydafrika,Overhex Wines International,Realfi Sweden AB,2014,2014,14%,FS,0,0,80% shiraz och 20% cabernet sauvignon.,7,7,9,fruktig.svarta vinbar.bjornbar.orter.sotlakrits,fruktig.morka bar.peppar.lakrits
205201,520029,2052,Chill Out,Expedition,59,1,750,78.67,2010-10-01,NA,"Rott vin, Mjukt & Barigt",PET-flaska,Skruvkapsyl,Western Cape,Sydafrika,Altia,Altia Sweden AB,2013,2013,13.5%,FS,0,0,,5,5,9,fruktig.skogsbar.lakrits.orter,fruktig.morka bar.orter.lakrits
205607,241991,2056,Bellingham,Shiraz Viognier,150,NA,1500,100,2007-04-02,NA,"Rott vin, Fruktigt & Smakrikt",Box,Vridtapp,"Western Cape, Coastal Region, Paarl",Sydafrika,Douglas Green Bellingham,Fondberg,2012,2012,14%,FS,0,0,95% shiraz och 5% viognier.,8,7,9,mycket fruktig.fatkaraktar.morka bar.plommon.viol.kanel.choklad,mycket fruktig.fatkaraktar.morka bar.katrinplommon.mork choklad.lakrits.kokos
205702,430104,2057,Tokolosh,Merlot,49,NA,375,130.67,2010-03-24,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Western Cape, Coastal Region",Sydafrika,Tooverberg Boerdery,Kajsa Wines AB,2011,2011,14.5%,FS,0,0,Merlot.,8,8,9,mycket fruktig.aningen rokig.fatkaraktar.morka bar.plommon.rosmarin.lakrits.vanilj,mycket fruktig.aningen rokig.fatkaraktar.svarta vinbar.plommon.mynta.lakrits.tobak
206101,801070,2061,The Grand Western,Cabernet Sauvignon,89,NA,750,118.67,2014-03-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Western Australia,Australien,Rosabrook Estate,The Wine Team,2013,2013,14%,FS,0,0,"93% cabernet sauvignon, 6% merlot och 1% shiraz.",8,7,9,mycket fruktig.fatkaraktar.svarta vinbar.korsbar.lakrits.choklad.vanilj,mycket fruktig.fatkaraktar.svarta vinbar.lakrits.korsbar.vanilj.gras
206201,364276,2062,Robertson,Shiraz Mourv�dre Viognier,59,NA,750,78.67,2009-04-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Western Cape, Breede River Valley, Robertson",Sydafrika,Robertson Winery,Prime Wine Sweden AB,2013,2013,13.5%,FS,0,0,"80% shiraz, 17% mourv�dre och 3% viognier.",6,6,9,fruktig.aningen rokig.fat.skogsbar.orter.vanilj,fruktig.rokig.fat.skogsbar.peppar.vanilj
206202,364279,2062,Robertson,Shiraz Mourv�dre Viognier,39,NA,375,104,2009-04-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Western Cape, Breede River Valley, Robertson",Sydafrika,Robertson Winery,Prime Wine Sweden AB,2013,2013,13.5%,FS,0,0,"Shiraz, mourv�dre och viognier.",6,6,9,fruktig.aningen rokig.fat.skogsbar.orter.vanilj,fruktig.rokig.fat.skogsbar.peppar.vanilj
206601,1388,2066,Jacob's Creek,Shiraz Cabernet,75,NA,750,100,1987-12-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,South Eastern Australia,Australien,Orlando,Pernod Ricard Sweden AB,2012,2012,13.7%,FS,0,0,Shiraz och cabernet sauvignon.,6,5,9,fruktig.aningen kryddig.fat.morka bar.korsbar.lakrits,fruktig.aningen kryddig.fat.morka bar.korsbar.lakrits
206602,21532,2066,Jacob's Creek,Shiraz Cabernet,45,NA,375,120,1999-12-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,South Eastern Australia,Australien,Orlando,Pernod Ricard Sweden AB,2012,2012,13.5%,FS,0,0,Shiraz och cabernet sauvignon.,6,5,9,fruktig.aningen kryddig.fat.morka bar.korsbar.lakrits,fruktig.aningen kryddig.fat.morka bar.korsbar.lakrits
206604,31207,2066,Jacob's Creek,Shiraz Cabernet,29,NA,250,116,2001-10-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,South Eastern Australia,Australien,Orlando,Pernod Ricard Sweden AB,2009,2009,13.5%,FS,0,0,"Shiraz, cabernet sauvignon",6,5,9,fruktig.aningen kryddig.fat.morka bar.korsbar.lakrits,fruktig.aningen kryddig.fat.morka bar.korsbar.lakrits
206605,643525,2066,Jacob's Creek,Shiraz Cabernet,26,NA,187,139.04,2012-04-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,South Eastern Australia,Australien,Orlando,Pernod Ricard Sweden AB,2012,2012,13.5%,FS,0,0,Shiraz och cabernet sauvignon.,6,5,9,fruktig.aningen kryddig.fat.morka bar.korsbar.lakrits,fruktig.aningen kryddig.fat.morka bar.korsbar.lakrits
207001,805455,2070,Ramnista,Xinomavro,99,NA,750,132,2014-03-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Makedonien, Naoussa",Grekland,Kir-Yianni Estate,Carovin AB,2010,2010,13.5%,FS,0,0,Xynomavro.,8,8,10,nyanserad.kryddig.fatkaraktar.korsbar.svarta oliver.tranbar.lagerblad.kanel,nyanserad.kryddig.nagot utvecklad.fatkaraktar.korsbar.svarta oliver.lagerblad
207101,874176,2071,La Fleur de Haut-Bages Liberal,,279,NA,750,372,2014-12-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Haut-M�doc, Pauillac",Frankrike,Passion des Terroirs,Arvid Nordquist Vin och Sprithandel,2010,2010,13%,FSN,0,0,75% Cabernet sauvignon och 25% merlot.,10,10,10,nyanserad.fruktig.fatkaraktar.svarta vinbar.plommon.cedertra.kaffe..kakao,nyanserad.fruktig.fatkaraktar.svarta vinbar.plommon.cedertra.kaffe..lagerblad
207208,326380,2072,Umbala,,169,NA,3000,56.33,2008-04-14,NA,"Rott vin, Fruktigt & Smakrikt",Box,Tryckknapp front,Western Cape,Sydafrika,Oenoforos AB,Oenoforos AB,2013,2013,14%,FS,0,0,"Cabernet sauvignon, shiraz och pinotage.",7,6,9,fruktig.aningen rokig.fat.svarta vinbar.lakrits.vanilj,fruktig.aningen rokig.fat.svarta vinbar.vanilj.orter
207301,624472,2073,Org de Rac,Shiraz Cabernet Sauvignon Merlot,79,NA,750,105.33,2012-04-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Western Cape, Coastal Region, Swartland",Sydafrika,Org de Rac,Vinia Sweden AB,2014,2014,14.5%,FS,1,0,"Shiraz, cabernet sauvignon och merlot.",8,7,9,mycket fruktig.fatkaraktar.bjornbar.svarta vinbar.choklad.vanilj,mycket fruktig.fatkaraktar.bjornbar.svarta vinbar.choklad.kanel.mynta
207401,643013,2074,Texas Longhorn,Charcoal Shiraz,89,NA,750,118.67,2012-02-06,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Western Cape, Coastal Region",Sydafrika,Fine Cape Wine,Stockholm WineLab AB,2013,2013,14.5%,FS,0,0,Shiraz.,8,8,9,mycket fruktig.rokig.rostad fatkaraktar.bjornbar.kaffe.russin.choklad.vanilj,mycket fruktig.rokig.rostad fatkaraktar.bjornbar.russin.kaffe.choklad
207701,1401,2077,Copertino,Riserva,75,NA,750,100,1992-06-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Apulien, Copertino",Italien,Cantina Sociale Copertino,Selezione Barbro Guaccero,2007,2007,13%,FS,0,0,"Negroamaro 95%, malvasia nera, montepulciano",7,6,9,mogen.kryddig.nagot brand.torkade korsbar.nypon.salvia.lader,mogen.kryddig.nagot brand.torkade korsbar.korinter.salvia.lader
208001,776227,2080,Killerby,Cabernet Sauvignon,120,NA,750,160,2013-12-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Western Australia, Margaret River",Australien,Killerby Wines,Fondberg,2011,2011,13.5%,FS,0,0,Cabernet sauvignon.,9,9,9,fruktig.balanserad.rostad fatkaraktar.plommon.svarta vinbar.choklad.peppar.gras,fruktig.nyanserad.tydlig rostad fatkaraktar.plommon.svarta vinbar.mynta
208301,776291,2083,Bloodstone,Shiraz,119,NA,750,158.67,2013-12-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"South Australia, McLaren Vale",Australien,Gemtree Vineyards,Winemarket Nordic AB,2013,2013,15%,FS,1,0,Shiraz.,11,9,9,generost fruktig.rostad fatkaraktar.plommon.bjornbar.kaffe.peppar.vanilj,generost fruktig.rostad fatkaraktar.plommon.mintchoklad.bjornbar.kaffe.vanilj
208401,755045,2084,Santa Ana,Shiraz Bonarda,59,NA,750,78.67,2013-09-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Cuyo, Mendoza",Argentina,Bodegas Santa Ana,Chris-Wine AB,2013,2013,13.5%,FS,0,0,70% shiraz och 30% bonarda.,7,7,9,ungdomlig.mycket fruktig.bjornbar.blabar.mynta.viol.lakrits,ungdomlig.fruktig.bjornbar.blabar.viol.mynta.lakrits
208601,587579,2086,The Chocolate Block,,249,NA,750,332,2011-06-10,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Western Cape,Sydafrika,Boekenhoutskloof,Prime Wine Sweden AB,2012,2012,14.5%,FS,0,0,"70% syrah, 13% cabernet sauvignon, 10% grenache, 6% cinsault och 1% viognier.",9,9,9,fruktig.karaktar av rostade ekfat.svarta vinbar.oliver.kakao.svartpeppar.gras,stor.fruktig.karaktar av rostade ekfat.svarta vinbar.kaffe.choklad.gras
209401,800578,2094,The Apprentice,Shiraz Mourvedre Grenache,89,NA,750,118.67,2014-03-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Western Cape,Sydafrika,Home of Origin Wine,Sundance Wines AB,2014,2014,14.5%,FS,0,0,"57% shiraz, 41% mourv�dre och 2% grenache.",8,9,9,fruktig.kryddig.fat.bjornbar.hallon.lakrits.kaffe.vanilj,fruktig.kryddig.fat.bjornbar.hallon.mynta.kaffe.vanilj
209601,776395,2096,Santa Ana Homage,Cabernet Sauvignon Tannat,69,NA,750,92,2013-12-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Cuyo, Mendoza",Argentina,Bodegas Santa Ana,Chris-Wine AB,2012,2012,13.5%,FS,0,0,Cabernet sauvignon och tannat.,8,8,9,mycket fruktig.ungdomlig.fat.korsbar.svarta vinbar.kakao.orter.vanilj,mycket fruktig.ungdomlig.fat.korsbar.svarta vinbar.orter.vanilj
